start reading weightPCA--
-- Time elapsed: 0.0s --
finish reading weightPCA--
-- Time elapsed: 0.7s --
weightPCA shape:  torch.Size([228942, 1000])
Projection Exists
start training--
-- Time elapsed: 8.2s --
Epoch: 1  |  Batch: 0/414  |  Cost: 42393708.0
-- Time elapsed: 9.9s --
Epoch: 1  |  Batch: 1/414  |  Cost: 1.0544559282539253e+22
-- Time elapsed: 11.4s --
Epoch: 1  |  Batch: 2/414  |  Cost: inf
-- Time elapsed: 12.9s --
Epoch: 1  |  Batch: 3/414  |  Cost: inf
-- Time elapsed: 14.2s --
Epoch: 1  |  Batch: 4/414  |  Cost: inf
-- Time elapsed: 15.5s --
Epoch: 1  |  Batch: 5/414  |  Cost: inf
-- Time elapsed: 16.9s --
Epoch: 1  |  Batch: 6/414  |  Cost: inf
-- Time elapsed: 18.1s --
Epoch: 1  |  Batch: 7/414  |  Cost: nan
-- Time elapsed: 19.5s --
Epoch: 1  |  Batch: 8/414  |  Cost: nan
-- Time elapsed: 20.8s --
Epoch: 1  |  Batch: 9/414  |  Cost: nan
-- Time elapsed: 22.1s --
Epoch: 1  |  Batch: 10/414  |  Cost: nan
-- Time elapsed: 23.3s --
Epoch: 1  |  Batch: 11/414  |  Cost: nan
-- Time elapsed: 24.6s --
Epoch: 1  |  Batch: 12/414  |  Cost: nan
-- Time elapsed: 26.0s --
Epoch: 1  |  Batch: 13/414  |  Cost: nan
-- Time elapsed: 27.3s --
Epoch: 1  |  Batch: 14/414  |  Cost: nan
-- Time elapsed: 28.6s --
Epoch: 1  |  Batch: 15/414  |  Cost: nan
-- Time elapsed: 29.9s --
Epoch: 1  |  Batch: 16/414  |  Cost: nan
-- Time elapsed: 31.1s --
Epoch: 1  |  Batch: 17/414  |  Cost: nan
-- Time elapsed: 32.4s --
Epoch: 1  |  Batch: 18/414  |  Cost: nan
-- Time elapsed: 33.7s --
Epoch: 1  |  Batch: 19/414  |  Cost: nan
-- Time elapsed: 35.1s --
Epoch: 1  |  Batch: 20/414  |  Cost: nan
-- Time elapsed: 36.4s --
Epoch: 1  |  Batch: 21/414  |  Cost: nan
-- Time elapsed: 37.6s --
Epoch: 1  |  Batch: 22/414  |  Cost: nan
-- Time elapsed: 38.9s --
Epoch: 1  |  Batch: 23/414  |  Cost: nan
-- Time elapsed: 40.2s --
Epoch: 1  |  Batch: 24/414  |  Cost: nan
-- Time elapsed: 41.4s --
Epoch: 1  |  Batch: 25/414  |  Cost: nan
-- Time elapsed: 42.7s --
Epoch: 1  |  Batch: 26/414  |  Cost: nan
-- Time elapsed: 43.9s --
Epoch: 1  |  Batch: 27/414  |  Cost: nan
-- Time elapsed: 45.2s --
Epoch: 1  |  Batch: 28/414  |  Cost: nan
-- Time elapsed: 46.6s --
Epoch: 1  |  Batch: 29/414  |  Cost: nan
-- Time elapsed: 47.9s --
Epoch: 1  |  Batch: 30/414  |  Cost: nan
-- Time elapsed: 49.2s --
Epoch: 1  |  Batch: 31/414  |  Cost: nan
-- Time elapsed: 50.8s --
Epoch: 1  |  Batch: 32/414  |  Cost: nan
-- Time elapsed: 52.2s --
Epoch: 1  |  Batch: 33/414  |  Cost: nan
-- Time elapsed: 53.5s --
Epoch: 1  |  Batch: 34/414  |  Cost: nan
-- Time elapsed: 54.9s --
Epoch: 1  |  Batch: 35/414  |  Cost: nan
-- Time elapsed: 56.2s --
Epoch: 1  |  Batch: 36/414  |  Cost: nan
-- Time elapsed: 57.6s --
Epoch: 1  |  Batch: 37/414  |  Cost: nan
-- Time elapsed: 59.0s --
Epoch: 1  |  Batch: 38/414  |  Cost: nan
-- Time elapsed: 1.0m, 0.3s --
Epoch: 1  |  Batch: 39/414  |  Cost: nan
-- Time elapsed: 1.0m, 1.7s --
Epoch: 1  |  Batch: 40/414  |  Cost: nan
-- Time elapsed: 1.1m, 3.0s --
Epoch: 1  |  Batch: 41/414  |  Cost: nan
-- Time elapsed: 1.1m, 4.4s --
Epoch: 1  |  Batch: 42/414  |  Cost: nan
-- Time elapsed: 1.1m, 5.7s --
Epoch: 1  |  Batch: 43/414  |  Cost: nan
-- Time elapsed: 1.1m, 7.1s --
Epoch: 1  |  Batch: 44/414  |  Cost: nan
-- Time elapsed: 1.1m, 8.6s --
Epoch: 1  |  Batch: 45/414  |  Cost: nan
-- Time elapsed: 1.2m, 10.0s --
Epoch: 1  |  Batch: 46/414  |  Cost: nan
-- Time elapsed: 1.2m, 11.4s --
Epoch: 1  |  Batch: 47/414  |  Cost: nan
-- Time elapsed: 1.2m, 12.9s --
Epoch: 1  |  Batch: 48/414  |  Cost: nan
-- Time elapsed: 1.2m, 14.3s --
Epoch: 1  |  Batch: 49/414  |  Cost: nan
-- Time elapsed: 1.3m, 15.6s --
Epoch: 1  |  Batch: 50/414  |  Cost: nan
-- Time elapsed: 1.3m, 17.0s --
Epoch: 1  |  Batch: 51/414  |  Cost: nan
-- Time elapsed: 1.3m, 18.3s --
Epoch: 1  |  Batch: 52/414  |  Cost: nan
-- Time elapsed: 1.3m, 19.7s --
Epoch: 1  |  Batch: 53/414  |  Cost: nan
-- Time elapsed: 1.4m, 21.1s --
Epoch: 1  |  Batch: 54/414  |  Cost: nan
-- Time elapsed: 1.4m, 22.5s --
Epoch: 1  |  Batch: 55/414  |  Cost: nan
-- Time elapsed: 1.4m, 23.9s --
Epoch: 1  |  Batch: 56/414  |  Cost: nan
-- Time elapsed: 1.4m, 25.3s --
Epoch: 1  |  Batch: 57/414  |  Cost: nan
-- Time elapsed: 1.4m, 26.6s --
Epoch: 1  |  Batch: 58/414  |  Cost: nan
-- Time elapsed: 1.5m, 28.0s --
Epoch: 1  |  Batch: 59/414  |  Cost: nan
-- Time elapsed: 1.5m, 29.5s --
Epoch: 1  |  Batch: 60/414  |  Cost: nan
-- Time elapsed: 1.5m, 30.8s --
Epoch: 1  |  Batch: 61/414  |  Cost: nan
-- Time elapsed: 1.5m, 32.2s --
Epoch: 1  |  Batch: 62/414  |  Cost: nan
-- Time elapsed: 1.6m, 33.6s --
Epoch: 1  |  Batch: 63/414  |  Cost: nan
-- Time elapsed: 1.6m, 34.9s --
Epoch: 1  |  Batch: 64/414  |  Cost: nan
-- Time elapsed: 1.6m, 36.3s --
Epoch: 1  |  Batch: 65/414  |  Cost: nan
-- Time elapsed: 1.6m, 37.6s --
Epoch: 1  |  Batch: 66/414  |  Cost: nan
-- Time elapsed: 1.6m, 38.9s --
Epoch: 1  |  Batch: 67/414  |  Cost: nan
-- Time elapsed: 1.7m, 40.2s --
Epoch: 1  |  Batch: 68/414  |  Cost: nan
-- Time elapsed: 1.7m, 41.4s --
Epoch: 1  |  Batch: 69/414  |  Cost: nan
-- Time elapsed: 1.7m, 42.7s --
Epoch: 1  |  Batch: 70/414  |  Cost: nan
-- Time elapsed: 1.7m, 44.1s --
Epoch: 1  |  Batch: 71/414  |  Cost: nan
-- Time elapsed: 1.8m, 45.4s --
Epoch: 1  |  Batch: 72/414  |  Cost: nan
-- Time elapsed: 1.8m, 46.8s --
Epoch: 1  |  Batch: 73/414  |  Cost: nan
-- Time elapsed: 1.8m, 48.1s --
Epoch: 1  |  Batch: 74/414  |  Cost: nan
-- Time elapsed: 1.8m, 49.4s --
Epoch: 1  |  Batch: 75/414  |  Cost: nan
-- Time elapsed: 1.8m, 50.7s --
Epoch: 1  |  Batch: 76/414  |  Cost: nan
-- Time elapsed: 1.9m, 52.0s --
Epoch: 1  |  Batch: 77/414  |  Cost: nan
-- Time elapsed: 1.9m, 53.4s --
Epoch: 1  |  Batch: 78/414  |  Cost: nan
-- Time elapsed: 1.9m, 54.6s --
Epoch: 1  |  Batch: 79/414  |  Cost: nan
-- Time elapsed: 1.9m, 55.9s --
Epoch: 1  |  Batch: 80/414  |  Cost: nan
-- Time elapsed: 2.0m, 57.2s --
Epoch: 1  |  Batch: 81/414  |  Cost: nan
-- Time elapsed: 2.0m, 58.6s --
Epoch: 1  |  Batch: 82/414  |  Cost: nan
-- Time elapsed: 2.0m, 59.9s --
Epoch: 1  |  Batch: 83/414  |  Cost: nan
-- Time elapsed: 2.0m, 1.2s --
Epoch: 1  |  Batch: 84/414  |  Cost: nan
-- Time elapsed: 2.0m, 2.6s --
Epoch: 1  |  Batch: 85/414  |  Cost: nan
-- Time elapsed: 2.1m, 3.9s --
Epoch: 1  |  Batch: 86/414  |  Cost: nan
-- Time elapsed: 2.1m, 5.2s --
Epoch: 1  |  Batch: 87/414  |  Cost: nan
-- Time elapsed: 2.1m, 6.6s --
Epoch: 1  |  Batch: 88/414  |  Cost: nan
-- Time elapsed: 2.1m, 7.9s --
Epoch: 1  |  Batch: 89/414  |  Cost: nan
-- Time elapsed: 2.2m, 9.2s --
Epoch: 1  |  Batch: 90/414  |  Cost: nan
-- Time elapsed: 2.2m, 10.4s --
Epoch: 1  |  Batch: 91/414  |  Cost: nan
-- Time elapsed: 2.2m, 11.7s --
Epoch: 1  |  Batch: 92/414  |  Cost: nan
-- Time elapsed: 2.2m, 13.0s --
Epoch: 1  |  Batch: 93/414  |  Cost: nan
-- Time elapsed: 2.2m, 14.3s --
Epoch: 1  |  Batch: 94/414  |  Cost: nan
-- Time elapsed: 2.3m, 15.6s --
Epoch: 1  |  Batch: 95/414  |  Cost: nan
-- Time elapsed: 2.3m, 16.9s --
Epoch: 1  |  Batch: 96/414  |  Cost: nan
-- Time elapsed: 2.3m, 18.3s --
Epoch: 1  |  Batch: 97/414  |  Cost: nan
-- Time elapsed: 2.3m, 19.6s --
Epoch: 1  |  Batch: 98/414  |  Cost: nan
-- Time elapsed: 2.3m, 20.9s --
Epoch: 1  |  Batch: 99/414  |  Cost: nan
-- Time elapsed: 2.4m, 22.2s --
Epoch: 1  |  Batch: 100/414  |  Cost: nan
-- Time elapsed: 2.4m, 23.5s --
Epoch: 1  |  Batch: 101/414  |  Cost: nan
-- Time elapsed: 2.4m, 24.9s --
Epoch: 1  |  Batch: 102/414  |  Cost: nan
-- Time elapsed: 2.4m, 26.1s --
Epoch: 1  |  Batch: 103/414  |  Cost: nan
-- Time elapsed: 2.5m, 27.4s --
Epoch: 1  |  Batch: 104/414  |  Cost: nan
-- Time elapsed: 2.5m, 28.8s --
Epoch: 1  |  Batch: 105/414  |  Cost: nan
-- Time elapsed: 2.5m, 30.1s --
Epoch: 1  |  Batch: 106/414  |  Cost: nan
-- Time elapsed: 2.5m, 31.4s --
Epoch: 1  |  Batch: 107/414  |  Cost: nan
-- Time elapsed: 2.5m, 32.7s --
Epoch: 1  |  Batch: 108/414  |  Cost: nan
-- Time elapsed: 2.6m, 34.0s --
Epoch: 1  |  Batch: 109/414  |  Cost: nan
-- Time elapsed: 2.6m, 35.3s --
Epoch: 1  |  Batch: 110/414  |  Cost: nan
-- Time elapsed: 2.6m, 36.6s --
Epoch: 1  |  Batch: 111/414  |  Cost: nan
-- Time elapsed: 2.6m, 37.9s --
Epoch: 1  |  Batch: 112/414  |  Cost: nan
-- Time elapsed: 2.7m, 39.2s --
Epoch: 1  |  Batch: 113/414  |  Cost: nan
-- Time elapsed: 2.7m, 40.4s --
Epoch: 1  |  Batch: 114/414  |  Cost: nan
-- Time elapsed: 2.7m, 41.7s --
Epoch: 1  |  Batch: 115/414  |  Cost: nan
-- Time elapsed: 2.7m, 43.0s --
Epoch: 1  |  Batch: 116/414  |  Cost: nan
-- Time elapsed: 2.7m, 44.4s --
Epoch: 1  |  Batch: 117/414  |  Cost: nan
-- Time elapsed: 2.8m, 45.7s --
Epoch: 1  |  Batch: 118/414  |  Cost: nan
-- Time elapsed: 2.8m, 47.1s --
Epoch: 1  |  Batch: 119/414  |  Cost: nan
-- Time elapsed: 2.8m, 48.5s --
Epoch: 1  |  Batch: 120/414  |  Cost: nan
-- Time elapsed: 2.8m, 49.9s --
Epoch: 1  |  Batch: 121/414  |  Cost: nan
-- Time elapsed: 2.9m, 51.2s --
Epoch: 1  |  Batch: 122/414  |  Cost: nan
-- Time elapsed: 2.9m, 52.5s --
Epoch: 1  |  Batch: 123/414  |  Cost: nan
-- Time elapsed: 2.9m, 53.9s --
Epoch: 1  |  Batch: 124/414  |  Cost: nan
-- Time elapsed: 2.9m, 55.3s --
Epoch: 1  |  Batch: 125/414  |  Cost: nan
-- Time elapsed: 2.9m, 56.7s --
Epoch: 1  |  Batch: 126/414  |  Cost: nan
-- Time elapsed: 3.0m, 58.1s --
Epoch: 1  |  Batch: 127/414  |  Cost: nan
-- Time elapsed: 3.0m, 59.5s --
Epoch: 1  |  Batch: 128/414  |  Cost: nan
-- Time elapsed: 3.0m, 0.8s --
Epoch: 1  |  Batch: 129/414  |  Cost: nan
-- Time elapsed: 3.0m, 2.2s --
